trial_id,server_received_connection_time,server_computation_start_time,server_computation_end_time,server_sent_data_time,client_received_time,start_time,client_connection_finished_time,client_setup_start_time,client_setup_finished_time,client_computation_start_time,client_computation_finish_time,prediction
519,1679442298.1851342,1679442298.1851342,1679442298.6758122,1679442298.676809,1679442298.7658246,1679442298.1840808,1679442298.1851342,1679442298.1851342,1679442298.1851342,1679442298.7658246,1679442300.296729,0
520,1679442300.2988188,1679442300.2988188,1679442300.6977406,1679442300.6997342,1679442300.7881517,1679442300.297813,1679442300.2988188,1679442300.2988188,1679442300.2988188,1679442300.7881517,1679442302.2745903,0
521,1679442302.2765899,1679442302.2775865,1679442302.6890962,1679442302.6900938,1679442302.760855,1679442302.2755933,1679442302.2765899,1679442302.2765899,1679442302.2765899,1679442302.761855,1679442304.166581,0
522,1679442304.1684859,1679442304.1684859,1679442304.591842,1679442304.5928633,1679442304.661172,1679442304.1675687,1679442304.1684859,1679442304.1684859,1679442304.1684859,1679442304.66217,1679442306.1378624,0
523,1679442306.1408799,1679442306.1408799,1679442306.510983,1679442306.5119832,1679442306.5766795,1679442306.138859,1679442306.1408799,1679442306.1408799,1679442306.1408799,1679442306.5766795,1679442308.225766,0
524,1679442308.2277594,1679442308.228756,1679442308.7254264,1679442308.7264364,1679442308.7922022,1679442308.2267625,1679442308.2277594,1679442308.2277594,1679442308.2277594,1679442308.7922022,1679442310.3017023,0
525,1679442310.3037984,1679442310.3048007,1679442310.6974268,1679442310.6984267,1679442310.774806,1679442310.3027894,1679442310.3037984,1679442310.3037984,1679442310.3037984,1679442310.774806,1679442312.401987,0
526,1679442312.4033418,1679442312.4033418,1679442312.820742,1679442312.8217528,1679442312.887602,1679442312.401987,1679442312.4033418,1679442312.4033418,1679442312.4033418,1679442312.887602,1679442314.3477905,0
527,1679442314.3500688,1679442314.3500688,1679442314.8169813,1679442314.8179915,1679442314.8990111,1679442314.3487878,1679442314.3500688,1679442314.3500688,1679442314.3500688,1679442314.8990111,1679442316.3751132,0
528,1679442316.3771176,1679442316.3771176,1679442316.719959,1679442316.720957,1679442316.785738,1679442316.3761637,1679442316.3771176,1679442316.3771176,1679442316.3771176,1679442316.785738,1679442318.3780036,0
529,1679442318.3799932,1679442318.3809886,1679442318.753238,1679442318.7542348,1679442318.8200173,1679442318.3790004,1679442318.3799932,1679442318.3799932,1679442318.3809886,1679442318.821014,1679442320.315971,0
530,1679442320.3188796,1679442320.3188796,1679442320.7721426,1679442320.7731469,1679442320.8460808,1679442320.3179743,1679442320.3188796,1679442320.3188796,1679442320.3188796,1679442320.8460808,1679442322.3106248,0
531,1679442322.3116312,1679442322.3116312,1679442322.683365,1679442322.684362,1679442322.7539227,1679442322.3116312,1679442322.3116312,1679442322.3116312,1679442322.3116312,1679442322.7539227,1679442324.3378623,0
532,1679442324.3398545,1679442324.3398545,1679442324.8166347,1679442324.8176484,1679442324.8837185,1679442324.3388596,1679442324.3398545,1679442324.3398545,1679442324.3398545,1679442324.8837185,1679442326.5208864,0
