id,server_received_connection_time,prediction,server_computation_start_time,server_computation_end_time,server_sent_data_time,client_received,start_time,client_connection_finished_time
329,1679443437.3415425,0,1679443437.3415425,1679443437.342554,1679443437.342554,1679443437.342554,1679443437.3415425,1679443437.3415425
330,1679443437.343559,0,1679443437.343559,1679443437.343559,1679443437.343559,1679443437.343559,1679443437.342554,1679443437.343559
331,1679443437.3447447,0,1679443437.3447447,1679443437.345785,1679443437.345785,1679443437.345785,1679443437.343559,1679443437.3447447
332,1679443437.345785,0,1679443437.345785,1679443437.3468487,1679443437.3468487,1679443437.3468487,1679443437.345785,1679443437.345785
333,1679443437.3468487,0,1679443437.3468487,1679443437.3478646,1679443437.3478646,1679443437.3478646,1679443437.3468487,1679443437.3468487
334,1679443437.348885,0,1679443437.348885,1679443437.348885,1679443437.348885,1679443437.348885,1679443437.3478646,1679443437.348885
335,1679443437.3501048,0,1679443437.3501048,1679443437.3501048,1679443437.3501048,1679443437.3501048,1679443437.348885,1679443437.3501048
336,1679443437.3511317,0,1679443437.3511317,1679443437.3521388,1679443437.3521388,1679443437.3521388,1679443437.3501048,1679443437.3511317
337,1679443437.3532877,0,1679443437.3532877,1679443437.3542852,1679443437.3542852,1679443437.3542852,1679443437.3521388,1679443437.3532877
338,1679443437.3554726,0,1679443437.3554726,1679443437.3567045,1679443437.3567045,1679443437.3567045,1679443437.3542852,1679443437.3554726
339,1679443437.3577185,0,1679443437.3577185,1679443437.3577185,1679443437.3577185,1679443437.3577185,1679443437.3567045,1679443437.3577185
340,1679443437.358779,0,1679443437.358779,1679443437.358779,1679443437.358779,1679443437.358779,1679443437.3577185,1679443437.358779
341,1679443437.3601418,0,1679443437.3601418,1679443437.3612072,1679443437.3612072,1679443437.3612072,1679443437.358779,1679443437.3601418
342,1679443437.3612072,0,1679443437.3612072,1679443437.362269,1679443437.362269,1679443437.362269,1679443437.3612072,1679443437.3612072
343,1679443437.362269,0,1679443437.362269,1679443437.3632727,1679443437.3632727,1679443437.3632727,1679443437.362269,1679443437.362269
344,1679443437.3642774,0,1679443437.3642774,1679443437.3642774,1679443437.3642774,1679443437.3642774,1679443437.3632727,1679443437.3642774
345,1679443437.3655322,0,1679443437.3655322,1679443437.3655322,1679443437.3655322,1679443437.3655322,1679443437.3642774,1679443437.3655322
346,1679443437.3667204,0,1679443437.3667204,1679443437.3667204,1679443437.3667204,1679443437.3667204,1679443437.3655322,1679443437.3667204
347,1679443437.3681614,0,1679443437.3681614,1679443437.3681614,1679443437.3681614,1679443437.3681614,1679443437.3667204,1679443437.3681614
348,1679443437.3692596,0,1679443437.3692596,1679443437.371375,1679443437.371375,1679443437.371375,1679443437.3692596,1679443437.3692596
349,1679443437.372372,0,1679443437.372372,1679443437.3736606,1679443437.3736606,1679443437.3736606,1679443437.371375,1679443437.372372
350,1679443437.3736606,0,1679443437.3736606,1679443437.3746824,1679443437.3746824,1679443437.3746824,1679443437.3736606,1679443437.3736606
351,1679443437.375687,0,1679443437.375687,1679443437.375687,1679443437.375687,1679443437.375687,1679443437.3746824,1679443437.375687
352,1679443437.3770218,0,1679443437.3770218,1679443437.378129,1679443437.378129,1679443437.378129,1679443437.3770218,1679443437.3770218
353,1679443437.378129,0,1679443437.378129,1679443437.3791437,1679443437.3791437,1679443437.3791437,1679443437.378129,1679443437.378129
354,1679443437.3791437,0,1679443437.3791437,1679443437.3805707,1679443437.3805707,1679443437.3805707,1679443437.3791437,1679443437.3791437
355,1679443437.3805707,0,1679443437.3805707,1679443437.381734,1679443437.381734,1679443437.381734,1679443437.3805707,1679443437.3805707
356,1679443437.381734,0,1679443437.381734,1679443437.3828197,1679443437.3828197,1679443437.3828197,1679443437.381734,1679443437.381734
357,1679443437.3828197,0,1679443437.3828197,1679443437.384057,1679443437.384057,1679443437.384057,1679443437.3828197,1679443437.3828197
358,1679443437.384057,0,1679443437.384057,1679443437.3850605,1679443437.3850605,1679443437.3850605,1679443437.384057,1679443437.384057
359,1679443437.3850605,0,1679443437.3850605,1679443437.3863416,1679443437.3863416,1679443437.3863416,1679443437.3850605,1679443437.3850605
360,1679443437.3873434,0,1679443437.3873434,1679443437.3884962,1679443437.3884962,1679443437.3884962,1679443437.3873434,1679443437.3873434
361,1679443437.3898416,0,1679443437.3898416,1679443437.3908594,1679443437.3908594,1679443437.3908594,1679443437.3884962,1679443437.3898416
362,1679443437.3908594,0,1679443437.3908594,1679443437.3920434,1679443437.3920434,1679443437.3920434,1679443437.3908594,1679443437.3908594
363,1679443437.3920434,0,1679443437.3920434,1679443437.3930655,1679443437.3930655,1679443437.3930655,1679443437.3920434,1679443437.3920434
364,1679443437.3941245,0,1679443437.3941245,1679443437.3941245,1679443437.3941245,1679443437.3941245,1679443437.3930655,1679443437.3941245
365,1679443437.3951297,0,1679443437.3951297,1679443437.3951297,1679443437.3951297,1679443437.3951297,1679443437.3941245,1679443437.3951297
366,1679443437.3962355,0,1679443437.3962355,1679443437.397309,1679443437.397309,1679443437.397309,1679443437.3962355,1679443437.3962355
367,1679443437.397309,0,1679443437.397309,1679443437.3986547,1679443437.3986547,1679443437.3986547,1679443437.397309,1679443437.397309
368,1679443437.3986547,0,1679443437.3986547,1679443437.3998418,1679443437.3998418,1679443437.3998418,1679443437.3986547,1679443437.3986547
369,1679443437.3998418,0,1679443437.3998418,1679443437.4011147,1679443437.4011147,1679443437.4011147,1679443437.3998418,1679443437.3998418
370,1679443437.4011147,0,1679443437.4011147,1679443437.4021266,1679443437.4021266,1679443437.4021266,1679443437.4011147,1679443437.4011147
371,1679443437.4041953,0,1679443437.4041953,1679443437.4041953,1679443437.4041953,1679443437.405319,1679443437.4021266,1679443437.4041953
372,1679443437.405319,0,1679443437.405319,1679443437.4065146,1679443437.4065146,1679443437.4065146,1679443437.405319,1679443437.405319
373,1679443437.4065146,0,1679443437.4065146,1679443437.4080093,1679443437.4080093,1679443437.4080093,1679443437.4065146,1679443437.4065146
374,1679443437.4080093,0,1679443437.4080093,1679443437.4090242,1679443437.4090242,1679443437.4090242,1679443437.4080093,1679443437.4080093
375,1679443437.4090242,0,1679443437.4090242,1679443437.4105065,1679443437.4105065,1679443437.4105065,1679443437.4090242,1679443437.4090242
376,1679443437.4105065,0,1679443437.4105065,1679443437.4117002,1679443437.4117002,1679443437.4117002,1679443437.4105065,1679443437.4105065
377,1679443437.4117002,0,1679443437.4117002,1679443437.4127226,1679443437.4127226,1679443437.4127226,1679443437.4117002,1679443437.4117002
378,1679443437.4127226,0,1679443437.4127226,1679443437.413728,1679443437.413728,1679443437.413728,1679443437.4127226,1679443437.4127226
379,1679443437.4147325,0,1679443437.4147325,1679443437.4147325,1679443437.4147325,1679443437.4147325,1679443437.413728,1679443437.4147325
380,1679443437.4159236,0,1679443437.4159236,1679443437.4159236,1679443437.4159236,1679443437.4169462,1679443437.4147325,1679443437.4159236
381,1679443437.4169462,0,1679443437.4169462,1679443437.4179635,1679443437.4179635,1679443437.4179635,1679443437.4169462,1679443437.4169462
382,1679443437.4179635,0,1679443437.4179635,1679443437.419009,1679443437.419009,1679443437.419009,1679443437.4179635,1679443437.4179635
383,1679443437.4203215,0,1679443437.4203215,1679443437.4215655,1679443437.4215655,1679443437.4215655,1679443437.419009,1679443437.4203215
384,1679443437.4225664,0,1679443437.4225664,1679443437.4225664,1679443437.4225664,1679443437.4225664,1679443437.4215655,1679443437.4225664
385,1679443437.4236958,0,1679443437.4236958,1679443437.4236958,1679443437.4236958,1679443437.424806,1679443437.4225664,1679443437.4236958
386,1679443437.424806,0,1679443437.424806,1679443437.4261656,1679443437.4261656,1679443437.4261656,1679443437.424806,1679443437.424806
387,1679443437.4261656,0,1679443437.4261656,1679443437.427186,1679443437.427186,1679443437.427186,1679443437.4261656,1679443437.4261656
388,1679443437.427186,0,1679443437.427186,1679443437.4281907,1679443437.4281907,1679443437.4281907,1679443437.427186,1679443437.427186
389,1679443437.4291909,0,1679443437.4291909,1679443437.4291909,1679443437.4291909,1679443437.4291909,1679443437.4281907,1679443437.4291909
390,1679443437.4304116,0,1679443437.4304116,1679443437.4304116,1679443437.4304116,1679443437.4313946,1679443437.4291909,1679443437.4304116
391,1679443437.4313946,0,1679443437.4313946,1679443437.4325938,1679443437.4325938,1679443437.4325938,1679443437.4313946,1679443437.4313946
392,1679443437.4335902,0,1679443437.4335902,1679443437.4335902,1679443437.4335902,1679443437.4335902,1679443437.4325938,1679443437.4335902
393,1679443437.4345868,0,1679443437.4345868,1679443437.4355838,1679443437.4355838,1679443437.4355838,1679443437.4335902,1679443437.4345868
394,1679443437.436581,0,1679443437.436581,1679443437.437578,1679443437.437578,1679443437.437578,1679443437.4355838,1679443437.436581
395,1679443437.4385738,0,1679443437.4385738,1679443437.4395702,1679443437.4395702,1679443437.4395702,1679443437.437578,1679443437.4385738
396,1679443437.4405668,0,1679443437.4405668,1679443437.4415634,1679443437.4415634,1679443437.4415634,1679443437.4395702,1679443437.4405668
397,1679443437.4425602,0,1679443437.4425602,1679443437.4425602,1679443437.4425602,1679443437.4425602,1679443437.4415634,1679443437.4425602
398,1679443437.443557,0,1679443437.443557,1679443437.4445536,1679443437.4445536,1679443437.4445536,1679443437.443557,1679443437.443557
399,1679443437.4445536,0,1679443437.4445536,1679443437.4455504,1679443437.4455504,1679443437.4455504,1679443437.4445536,1679443437.4445536
400,1679443437.4465473,0,1679443437.4465473,1679443437.4475439,1679443437.4475439,1679443437.4475439,1679443437.4455504,1679443437.4465473
401,1679443437.4475439,0,1679443437.4475439,1679443437.4485407,1679443437.4485407,1679443437.4485407,1679443437.4475439,1679443437.4475439
402,1679443437.4495373,0,1679443437.4495373,1679443437.4495373,1679443437.4495373,1679443437.4495373,1679443437.4485407,1679443437.4495373
403,1679443437.4505336,0,1679443437.4505336,1679443437.4515302,1679443437.4515302,1679443437.4515302,1679443437.4505336,1679443437.4505336
404,1679443437.4525275,0,1679443437.4525275,1679443437.4525275,1679443437.4525275,1679443437.4525275,1679443437.4515302,1679443437.4525275
405,1679443437.4535236,0,1679443437.4535236,1679443437.4545205,1679443437.4545205,1679443437.4545205,1679443437.4535236,1679443437.4535236
406,1679443437.4555173,0,1679443437.4555173,1679443437.4555173,1679443437.4555173,1679443437.4555173,1679443437.4545205,1679443437.4545205
407,1679443437.456514,0,1679443437.456514,1679443437.4575114,1679443437.4575114,1679443437.4575114,1679443437.4555173,1679443437.456514
408,1679443437.4585075,0,1679443437.4585075,1679443437.4585075,1679443437.4585075,1679443437.4585075,1679443437.4575114,1679443437.4585075
409,1679443437.472461,0,1679443437.472461,1679443437.474454,1679443437.474454,1679443437.474454,1679443437.4585075,1679443437.459504
410,1679443437.4764473,0,1679443437.4764473,1679443437.4774442,1679443437.4774442,1679443437.4774442,1679443437.475451,1679443437.475451
411,1679443437.4784408,0,1679443437.4784408,1679443437.4794374,1679443437.4794374,1679443437.4794374,1679443437.4774442,1679443437.4784408
412,1679443437.4804347,0,1679443437.4804347,1679443437.4814312,1679443437.4814312,1679443437.4814312,1679443437.4794374,1679443437.4804347
413,1679443437.4827409,0,1679443437.4827409,1679443437.4827409,1679443437.4827409,1679443437.483915,1679443437.4814312,1679443437.4827409
414,1679443437.483915,0,1679443437.483915,1679443437.4850872,1679443437.4850872,1679443437.4850872,1679443437.483915,1679443437.483915
415,1679443437.4861405,0,1679443437.4861405,1679443437.4876366,1679443437.4876366,1679443437.4876366,1679443437.4850872,1679443437.4861405
416,1679443437.4890006,0,1679443437.4890006,1679443437.4890006,1679443437.4890006,1679443437.4890006,1679443437.4876366,1679443437.4890006
417,1679443437.4900026,0,1679443437.4900026,1679443437.4910467,1679443437.4910467,1679443437.4910467,1679443437.4900026,1679443437.4900026
418,1679443437.4921572,0,1679443437.4921572,1679443437.4921572,1679443437.4921572,1679443437.4932158,1679443437.4910467,1679443437.4921572
419,1679443437.4932158,0,1679443437.4932158,1679443437.494378,1679443437.494378,1679443437.494378,1679443437.4932158,1679443437.4932158
420,1679443437.4953778,0,1679443437.4953778,1679443437.4963741,1679443437.4963741,1679443437.4963741,1679443437.494378,1679443437.4953778
421,1679443437.497371,0,1679443437.497371,1679443437.4983678,1679443437.4983678,1679443437.4983678,1679443437.4963741,1679443437.497371
422,1679443437.4993641,0,1679443437.4993641,1679443437.5003607,1679443437.5003607,1679443437.5003607,1679443437.4983678,1679443437.4993641
423,1679443437.5003607,0,1679443437.5003607,1679443437.5013576,1679443437.5013576,1679443437.5013576,1679443437.5003607,1679443437.5003607
424,1679443437.5023541,0,1679443437.5023541,1679443437.504349,1679443437.504349,1679443437.504349,1679443437.5013576,1679443437.5023541
425,1679443437.5056207,0,1679443437.5056207,1679443437.5066211,1679443437.5066211,1679443437.5066211,1679443437.504349,1679443437.5056207
426,1679443437.507636,0,1679443437.507636,1679443437.508636,1679443437.508636,1679443437.508636,1679443437.5066211,1679443437.507636
427,1679443437.508636,0,1679443437.508636,1679443437.5096326,1679443437.5096326,1679443437.5096326,1679443437.508636,1679443437.508636
428,1679443437.5106294,0,1679443437.5106294,1679443437.5116775,1679443437.5116775,1679443437.5116775,1679443437.5096326,1679443437.5106294
429,1679443437.5116775,0,1679443437.5116775,1679443437.5130486,1679443437.5130486,1679443437.5130486,1679443437.5116775,1679443437.5116775
